INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,HCM2,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,ADM_RATE,TYPE,PLACE
Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,Association of Advanced Rabbinical and Talmudic Schools,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,New York,Mid East,0.9574,Large,City
Yeshiva Derech Chaim,Brooklyn,NY,11218-0000,Association of Advanced Rabbinical and Talmudic Schools,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,New York,Mid East,0.4861,Large,City
Yeshiva Shaar Hatorah,Kew Gardens,NY,11418,Association of Advanced Rabbinical and Talmudic Schools,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,New York,Mid East,0.8056,Large,City
Yeshiva University,New York,NY,10033-3299,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,New York,Mid East,0.6028,Large,City
Yeshivath Viznitz,Monsey,NY,10952,Association of Advanced Rabbinical and Talmudic Schools,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,New York,Mid East,0.9909,Large,Suburb
Yeshivath Zichron Moshe,South Fallsburg,NY,12779,Association of Institutions of Jewish Studies,0,Main campus,1,Predominantly associate's-degree granting,Bachelor's degree,Private nonprofit,New York,Mid East,0.48,Distant,Town
Bennett College,Greensboro,NC,27401-3239,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,North Carolina,Southeast,0.9634,Large,City
Mid-Atlantic Christian University,Elizabeth City,NC,27909-4054,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,North Carolina,Southeast,0.4412,Distant,Town
Saint Augustine's University,Raleigh,NC,27610-2298,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,North Carolina,Southeast,0.6341,Large,City
St. Andrews University,Laurinburg,NC,28352,Southern Association of Colleges and Schools Commission on Colleges,0,Not main campus,2,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,North Carolina,Southeast,0.4068,Distant,Town
Trinity Bible College and Graduate School,Ellendale,ND,58436-7105,Association for Bibical Higher Educaiton,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,North Dakota,Plains,0.9231,Remote,Rural
The Art Institute of Cincinnati-AIC College of Design,Cincinnati,OH,45246-3322,,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private for-profit,Ohio,Great Lakes,0.4103,Large,Suburb
Canton City Schools Adult Career and Technical Education,Canton,OH,44710,Council on Occupational Education,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Public,Ohio,Great Lakes,0.5909,Small,City
Hannah E Mullins School of Practical Nursing,Salem,OH,44460-2906,Accreditation Commission for Education in Nursing,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Public,Ohio,Great Lakes,0.8,Fringe,Town
Adult and Community Education-Hudson,Columbus,OH,43211,Council on Occupational Education,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Public,Ohio,Great Lakes,0.9375,Large,City
Rabbinical College Telshe,Wickliffe,OH,44092,Association of Advanced Rabbinical and Talmudic Schools,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Ohio,Great Lakes,0.84,Large,Suburb
The North Coast College,Lakewood,OH,44107,Accrediting Commission of Career Schools and Colleges,0,Main campus,1,Predominantly associate's-degree granting,Bachelor's degree,Private for-profit,Ohio,Great Lakes,0.8235,Large,Suburb
Wilberforce University,Wilberforce,OH,45384-1001,Higher Learning Commission,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Ohio,Great Lakes,0.6737,Fringe,Rural
Citizens School of Nursing,Tarentum,PA,15084,Accreditation Commission for Education in Nursing,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,Pennsylvania,Mid East,0.5,Large,Suburb
UPMC Jameson School of Nursing,New Castle,PA,16105,Accreditation Commission for Education in Nursing,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,Pennsylvania,Mid East,1.0,Fringe,Town
Lincoln University,Lincoln University,PA,19352-0999,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Pennsylvania,Mid East,0.4927,Large,Suburb
St Margaret School of Nursing,Pittsburgh,PA,15238-3250,Accreditation Commission for Education in Nursing,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,Pennsylvania,Mid East,0.5556,Large,Suburb
The Workforce Institute's City College,Philadelphia,PA,19140-2302,Accrediting Commission of Career Schools and Colleges,0,Main campus,1,Predominantly associate's-degree granting,Associate degree,Private nonprofit,Pennsylvania,Mid East,0.5,Large,City
New Castle School of Trades,New Castle,PA,16101,Accrediting Commission of Career Schools and Colleges,0,Main campus,3,Predominantly associate's-degree granting,Associate degree,Private for-profit,Pennsylvania,Mid East,1.0,Fringe,Rural
Ohio Valley Hospital School of Nursing,McKees Rocks,PA,15136,Accreditation Commission for Education in Nursing,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,Pennsylvania,Mid East,0.7368,Large,Suburb
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,15206-3706,American Board of Funeral Service Education Committee on Accreditation,0,Main campus,1,Predominantly associate's-degree granting,Associate degree,Private nonprofit,Pennsylvania,Mid East,0.6273,Large,City
Laurel Technical Institute,Sharon,PA,16146,Accrediting Commission of Career Schools and Colleges,0,Main campus,2,Predominantly certificate-degree granting,Associate degree,Private for-profit,Pennsylvania,Mid East,0.9341,Large,Suburb
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,19131,Association of Advanced Rabbinical and Talmudic Schools,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Pennsylvania,Mid East,0.8444,Large,City
Yeshivath Beth Moshe,Scranton,PA,18505-2196,Association of Advanced Rabbinical and Talmudic Schools,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Pennsylvania,Mid East,0.9091,Small,City
University of South Carolina-Union,Union,SC,29379-0729,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly associate's-degree granting,Associate degree,Public,South Carolina,Southeast,0.6587,Distant,Town
Hiwassee College,Madisonville,TN,37354-4001,,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Tennessee,Southeast,0.6706,Fringe,Rural
John A Gupton College,Nashville,TN,37203-2954,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly associate's-degree granting,Associate degree,Private nonprofit,Tennessee,Southeast,0.6977,Large,City
Le Moyne-Owen College,Memphis,TN,38126-6595,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Tennessee,Southeast,0.9284,Large,City
Baptist Missionary Association Theological Seminary,Jacksonville,TX,75766-5407,Southern Association of Colleges and Schools Commission on Colleges,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Texas,Southwest,0.75,Distant,Town
Paul Quinn College,Dallas,TX,75241,Transnational Association of Christian Colleges and Schools,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,Texas,Southwest,0.9009,Large,City
AmeriTech College-Provo,Provo,UT,84604,Accrediting Bureau of Health Education Schools,0,Main campus,2,Predominantly certificate-degree granting,Certificate degree,Private for-profit,Utah,Rocky Mountains,0.8095,Midsize,City
B M Spurr School of Practical Nursing,Glen Dale,WV,26038,Accreditation Commission for Education in Nursing,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,West Virginia,Southeast,0.3043,Small,Suburb
Wood County School of Practical Nursing,Parkersburg,WV,26104,Council on Occupational Education,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Public,West Virginia,Southeast,1.0,Small,Suburb
Universidad Central de Bayamon,Bayamón,PR,00960-1725,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Puerto Rico,Outlying Areas,0.71,Large,Suburb
Carlos Albizu University-San Juan,San Juan,PR,00902-3711,Middle States Commission on Higher Education,0,Main campus,2,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Puerto Rico,Outlying Areas,0.6304,Large,City
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,00614-4045,Middle States Commission on Higher Education,0,Not main campus,3,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Puerto Rico,Outlying Areas,0.9924,Small,Suburb
Colegio Universitario de San Juan,San Juan,PR,918,Middle States Commission on Higher Education,0,Main campus,1,Predominantly associate's-degree granting,Bachelor's degree,Public,Puerto Rico,Outlying Areas,0.9362,Large,City
Conservatory of Music of Puerto Rico,San Juan,PR,00907-3373,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Puerto Rico,Outlying Areas,0.7778,Large,City
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,685,Middle States Commission on Higher Education,0,Not main campus,3,Predominantly associate's-degree granting,Graduate degree,Private nonprofit,Puerto Rico,Outlying Areas,0.8522,Large,Suburb
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,00902-1112,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Public,Puerto Rico,Outlying Areas,0.939,Large,City
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,00674-1091,Puerto Rico State Agency for the Approval of Public Postsecondary Vocational and Technical Institutions and Programs,0,Not main campus,5,Predominantly associate's-degree granting,Associate degree,Public,Puerto Rico,Outlying Areas,0.8367,Large,Suburb
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,00784-0000,Puerto Rico State Agency for the Approval of Public Postsecondary Vocational and Technical Institutions and Programs,0,Not main campus,5,Predominantly associate's-degree granting,Associate degree,Public,Puerto Rico,Outlying Areas,0.8678,Small,City
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,PR,00717-0306,Puerto Rico State Agency for the Approval of Public Postsecondary Vocational and Technical Institutions and Programs,0,Not main campus,5,Predominantly associate's-degree granting,Associate degree,Public,Puerto Rico,Outlying Areas,0.987,Midsize,City
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,924,Puerto Rico State Agency for the Approval of Public Postsecondary Vocational and Technical Institutions and Programs,0,Not main campus,5,Predominantly associate's-degree granting,Associate degree,Public,Puerto Rico,Outlying Areas,0.9828,Large,City
Inter American University of Puerto Rico-San German,San German,PR,683,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Puerto Rico,Outlying Areas,0.4525,Small,City
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,603,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Puerto Rico,Outlying Areas,0.464,Large,Suburb
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,794,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Puerto Rico,Outlying Areas,0.4017,Large,Suburb
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,00738-7003,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Puerto Rico,Outlying Areas,0.571,Small,Suburb
Inter American University of Puerto Rico-Guayama,Guayama,PR,784,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,Puerto Rico,Outlying Areas,0.4308,Small,City
Modern Hairstyling Institute-Bayamon,Bayamon,PR,961,National Accrediting Commission of Career Arts and Sciences,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Private for-profit,Puerto Rico,Outlying Areas,1.0,Large,Suburb
Modern Hairstyling Institute-Arecibo,Arecibo,PR,612,National Accrediting Commission of Career Arts and Sciences,0,Main campus,1,Predominantly certificate-degree granting,Certificate degree,Private for-profit,Puerto Rico,Outlying Areas,0.8636,Small,City
National University College,Bayamon,PR,960,Middle States Commission on Higher Education,0,Main campus,6,Predominantly bachelor's-degree granting,Graduate degree,Private for-profit,Puerto Rico,Outlying Areas,0.5745,Large,Suburb
University of Puerto Rico-Aguadilla,Aguadilla,PR,00604-6150,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Public,Puerto Rico,Outlying Areas,0.7436,Large,Suburb
University of Puerto Rico-Arecibo,Arecibo,PR,00614-4010,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Public,Puerto Rico,Outlying Areas,0.4995,Small,City
University of Puerto Rico-Bayamon,Bayamon,PR,959,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Public,Puerto Rico,Outlying Areas,0.6988,Large,Suburb
University of Puerto Rico-Carolina,Carolina,PR,00984-4800,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Public,Puerto Rico,Outlying Areas,0.316,Midsize,City
University of Puerto Rico-Cayey,Cayey,PR,00737-2230,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Public,Puerto Rico,Outlying Areas,0.7231,Large,Suburb
University of Puerto Rico-Humacao,Humacao,PR,792,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Bachelor's degree,Public,Puerto Rico,Outlying Areas,0.4187,Large,Suburb
University of Puerto Rico-Utuado,Utuado,PR,641,Middle States Commission on Higher Education,0,Main campus,1,Predominantly associate's-degree granting,Bachelor's degree,Public,Puerto Rico,Outlying Areas,0.4038,Fringe,Rural
University of Puerto Rico-Mayaguez,Mayaguez,PR,681,Middle States Commission on Higher Education,0,Main campus,1,Predominantly bachelor's-degree granting,Graduate degree,Public,Puerto Rico,Outlying Areas,0.6351,Small,City
